Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price,Duration_minutes
FL155002,Lufthansa,Sydney,Ahmedabad,2026-09-26,3:20 AM,,1,10673.7,First,3.0,Monsoon,Saturday,Boeing 777,Travel Agent,1,200000.0,936.0
FL157067,Singapore Airlines,Bangkok,Goa Airport,2026-06-21,16:55,21:16,0,3015.0,,9.0,Monsoon,Sunday,Airbus A380,Travel Agent,4,45183.08,262.0
FL192271,Singapore Airlines,PNQ,BKK,2025-10-24,10:50,18:01,2,3035.2,Economy,2.0,Autumn,Friday,Airbus A380,Mobile App,2,45053.92,431.40000000000003
FL187892,Etihad Airways,Goa,New York Airport,2025-02-23,07:30,1:03 AM,0,13307.3,Economy,0.0,Winter,Sunday,Boeing 787 Dreamliner,Mobile App,3,200000.0,1054.0
FL141550,Thai Airways,Pune,DOH,2026-12-23,10:25,15:24,1,2464.0,Economy,0.0,Winter,,Airbus A320,Mobile App,1,55611.94,300.0
FL169044,Qatar Airways,Jaipur Airport,Dubai,2025-04-06,04:00,8:29 AM,1,2062.5,Economy,174.0,Summer,Sunday,Airbus A350,Travel Agent,1,17532.22,269.0
FL136918,Qatar Airways,DOH,Bangkok,2025-06-28,5:10 PM,4:09 AM,2,5654.7,Premium Economy,48.0,Monsoon,Saturday,Airbus A350,Website,2,88001.21,659.0
FL185447,British Airways,Jaipur,DXB,2026-08-08,10:30,13:48,0,2188.6,Economy,44.0,Monsoon,Saturday,Boeing 777,Website,2,15871.08,198.0
FL196035,Singapore Airlines,New York,Bangkok,2026-10-01,02:50,,0,14011.3,Economy,29.0,Autumn,Thursday,Airbus A320,Website,2,137806.37,
FL171010,Etihad Airways,Mumbai Airport,Bangkok,2026-04-21,12:35 AM,05:03,0,3106.6,,11.0,Summer,Tuesday,Boeing 777,Third-Party,3,44330.63,
FL161058,Emirates,PNQ,DXB,2026-01-28,12:00 AM,4:34 AM,1,2198.4,Economy,3.0,Winter,Wednesday,Airbus A350,Website,1,53813.66,
FL193500,EMIRATES,Bangkok,Ahmedabad,2026-05-26,03:50,08:30,0,5190.14254668214,Economy,10.0,,Tuesday,Boeing 787 Dreamliner,Website,2,37916.9,280.0
FL187808,Qatar Airways,Doha,Frankfurt,2026-01-05,20:15,4:30 AM,1,4678.4,Premium Economy,10.0,Winter,Monday,Boeing 777,Third-Party,2,93186.92,495.0
FL107160,Vistara,Delhi,Pune,2026-07-04,1:10 PM,15:10,0,1181.7,Economy,12.0,Monsoon,Saturday,ATR 72,Third-Party,2,8411.77,121.0
FL121808,AirAsia India,Bangalore,Delhi,2026-08-07,,8:56 AM,2,1872.4,Premium Economy,9.0,Monsoon,Friday,Boeing 737,Mobile App,2,11230.39,302.0
FL147828,GoFirst,Bangalore Airport,AMD,2026-11-22,1:30 PM,3:40 PM,0,1310.4,Economy,160.0,Autumn,Sunday,Boeing 737,Website,2,5296.6,131.0
FL121310,emirates,London,New York Airport,2026-02-04,,7:38 AM,0,5701.6,Economy,10.0,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,1,89606.19,469.0
FL126704,SpiceJet,Bangalore,Goa,2026-05-13,8:15 PM,11:29 PM,2,510.3,Economy,6.0,Summer,Wednesday,Airbus A320,Mobile App,,2969.01,195.0
FL166525,Lufthansa,New York Airport,Kolkata,2025-02-12,22:40,15:52,0,13035.7,Premium Economy,42.0,Winter,Wednesday,Airbus A320,Third-Party,1,200000.0,1033.0
FL187323,Qatar Airways,Jaipur,Sydney Airport,2025-03-18,16:00,9:07 AM,2,10610.0,Business,3.0,,Tuesday,Boeing 777,Mobile App,1,200000.0,1028.0
FL161408,Lufthansa,Hyderabad Airport,Singapore,2025-05-21,,10:25 AM,0,3386.8,Business,5.0,Summer,Wednesday,Airbus A320,Website,1,137618.53,290.4
FL150072,Lufthansa,Hyderabad,New York,2026-04-24,4:35 AM,11:14 PM,1,13267.4,Business,55.0,Summer,Friday,Airbus A350,Mobile App,one,200000.0,1119.0
FL193295,Etihad Airways,MAA,Doha,2025-12-15,2:40 PM,7:40 PM,0,3518.8,Economy,20.0,Winter,Monday,Airbus A380,Third-Party,4,49437.74,300.59999999999997
FL168271,SpiceJet,,Ahmedabad,2025-05-23,00:20,,2,1471.7,Premium Economy,43.0,Summer,Friday,Airbus A320,Third-Party,5,9486.05,327.0
FL159018,,Dubai,JAI,2025-09-17,4:50 AM,9:49 AM,1,2202.2,Business,35.139630174406385,Monsoon,Wednesday,Boeing 787 Dreamliner,Travel Agent,1,56334.69,299.40000000000003
FL188793,,Hyderabad,New York,2025-08-21,22:05,16:51,1,13010.9,Economy,144.0,Monsoon,Thursday,Airbus A380,Website,6,91252.75,1126.8000000000002
FL174367,Qatar Airways,Sydney,Ahmedabad Airport,2025-06-29,18:15,10:39,1,5190.14254668214,Economy,118.0,Monsoon,Sunday,Airbus A320,Mobile App,,100581.56,985.0
FL181021,Vistara,Singapore,Sydney,2025-09-10,18:45,3:41 AM,0,6585.2,Economy,86.0,Monsoon,Wednesday,Airbus A350,Travel Agent,1,43692.58,537.0
FL146685,Lufthansa,Ahmedabad,New York,2025-08-24,07:10,1:00 AM,1,12190.8,First,14.0,Monsoon,Sunday,Airbus A350,Website,3,200000.0,
FL160128,Singapore Airlines,Ahmedabad,New York,2026-11-27,11:05,05:13,1,12622.6,Economy,35.0,Autumn,Friday,Airbus A380,Mobile App,4,97389.65,1089.0
FL145997,SpiceJet,Ahmedabad,Bangalore,2025-04-13,09:10,13:01,1,1332.3,Economy,22.0,Summer,Sunday,Airbus A321,Website,2,5399.41,231.0
FL183430,,Bangkok,GOI,2025-11-07,6:00 PM,22:25,0,3059.8,Business,43.0,,Friday,Boeing 777,Third-Party,4,82579.07,265.0
FL185307,Emirates,New York,Bangalore,2025-05-19,1:45 AM,10:19 PM,1,14398.0,Economy,0.0,Summer,Monday,Airbus A350,Mobile App,2,200000.0,
FL183122,spicejet,Chennai,Jaipur Airport,2026-12-05,1:40 PM,16:21,0,1705.5,,118.0,Winter,Saturday,Airbus A321,,2,7880.23,161.0
FL122394,Emirates,Bangalore Airport,Frankfurt Airport,2026-02-26,01:35,1:43 PM,2,7442.7,,33.0,Winter,Thursday,Boeing 777,Mobile App,2,50260.94,
FL132127,Qatar Airways,SYD,Pune Airport,2025-07-16,19:40,10:20,1,10037.3,Economy,68.0,Monsoon,,Boeing 787 Dreamliner,Mobile App,4,111821.74,881.0
FL116007,GoFirst,BOM,Hyderabad Airport,2026-01-25,5:25 PM,19:57,1,643.0,Economy,5.0,Winter,Sunday,Airbus A320,Third-Party,4,3847.6,153.0
FL176132,Singapore Airlines,Bangkok,Singapore Airport,2026-12-10,20:55,00:53,1,1474.7,Business,4.0,Winter,Thursday,Airbus A350,Website,,70921.74,238.0
FL153020,British Airways,New York,Ahmedabad Airport,2026-01-24,14:05,,0,12949.8,Economy,4.0,Winter,Saturday,Boeing 787 Dreamliner,Website,1,200000.0,1092.0
FL122244,British Airways,Doha,Chennai,2025-08-03,16:25,21:22,0,3475.0,Business,23.0,Monsoon,Sunday,Airbus A350,Mobile App,1,105323.55,297.0
FL181344,Indigo,Goa,Bangalore,2026-03-20,11:05,13:42,1,487.0,Economy,131.0,Summer,Friday,Airbus A320,Website,3,2340.18,157.0
FL114050,AIR INDIA,Bangalore,Pune,2025-08-23,11:15 AM,12:43,0,754.3,Business,67.0,Monsoon,Saturday,Airbus A321,Airport Counter,3,11619.42,
FL146691,Vistara,Delhi,Chennai,2025-02-18,5:10 AM,8:03 AM,0,1868.0,Economy,25.0,Winter,Tuesday,Airbus A320,Mobile App,,12863.34,174.0
FL172644,Lufthansa,Bangkok,Hyderabad,2026-10-31,1:25 AM,05:05,0,2477.8,Business,7.0,Autumn,Saturday,Airbus A380,Third-Party,1,141651.88,
FL158842,Etihad Airways,Singapore,Dubai,2026-01-25,1:45 AM,11:22 AM,0,6122.6,,1.0,Winter,Sunday,Boeing 777,Website,1,130539.19,578.0
FL130116,Etihad Airways,Sydney Airport,Doha,2026-08-06,05:15,23:35,1,12635.4,Economy,7.0,Monsoon,Thursday,Airbus A350,Third-Party,1,179322.57,1100.0
FL126822,Etihad Airways,Goa,Frankfurt,2026-05-31,13:15,00:30,1,7392.4,Economy,12.0,Summer,Sunday,Boeing 787 Dreamliner,Mobile App,,103263.41,676.0
FL119856,Singapore Airlines,Kolkata,Bangkok,2025-07-30,1:05 PM,15:42,0,1660.8,Economy,149.0,Monsoon,Wednesday,Airbus A380,,2,15000.0,158.0
FL140258,GoFirst,Hyderabad,Ahmedabad,2026-07-07,03:20,4:59 AM,0,5190.14254668214,Economy,12.0,Monsoon,Tuesday,Boeing 737,Mobile App,1,5464.22,99.0
FL119439,Thai Airways,London,Kolkata,2025-06-06,22:15,10:27,1,8082.1,Premium Economy,8.0,,Friday,,Mobile App,5,174923.26,732.0
FL181177,,Frankfurt,Bangkok Airport,2026-01-23,15:40,04:31,0,9639.9,,19.0,Winter,Friday,Boeing 787 Dreamliner,Mobile App,3,412.8,772.0
FL141826,Vistara,Frankfurt,London,2025-09-17,05:05,7:33 AM,1,679.9,Economy,8.0,Monsoon,Wednesday,Airbus A350,Website,5,15000.0,149.0
FL189083,Lufthansa,Singapore,Hyderabad Airport,2026-05-12,3:20 PM,21:08,1,3320.3,Economy,23.0,Summer,Tuesday,Airbus A350,Mobile App,1,33742.16,348.59999999999997
FL132525,SINGAPORE AIRLINES,Goa,Sydney,2025-10-13,2:15 PM,05:19,1,10584.4,Economy,9.0,Autumn,Monday,Boeing 777,Website,4,141859.59,904.0
FL108009,air india,JFK,Frankfurt,2025-10-08,08:15,18:35,1,6490.9,Economy,66.0,Autumn,Wednesday,Boeing 777,Website,3,37572.24,
FL141813,QATAR AIRWAYS,Singapore Airport,Bangalore,,8:00 AM,14:04,1,3180.2,Economy,4.0,Summer,Sunday,Airbus A350,Website,2,50932.66,365.0
FL115314,Lufthansa,Kolkata,Bangkok,2026-06-08,9:10 AM,,1,1680.6,Premium Economy,5.0,Monsoon,Monday,Airbus A350,Mobile App,1,44332.85,252.0
FL118336,Lufthansa,Dubai,Sydney,2026-06-04,,22:24,0,12601.9,Economy,26.0,Monsoon,Thursday,Airbus A320,Website,1,154452.69,
FL185737,Qatar Airways,Bangalore,Singapore Airport,2026-06-27,7:40 PM,01:24,1,3301.0,Economy,41.0,Monsoon,Saturday,Airbus A350,Third-Party,3,26786.2,345.0
FL190658,Qatar Airways,Bangkok Airport,GOI,2026-05-04,,17:34,0,3054.1,Economy,168.0,Summer,Monday,Airbus A320,Third-Party,2,36397.84,265.0
FL156772,QATAR AIRWAYS,Bangkok,London Airport,2026-04-18,15:50,05:52,1,5190.14254668214,Economy,7.0,Summer,,Boeing 787 Dreamliner,Website,2,107610.11,843.0
FL123786,Thai Airways,Mumbai,LHR,,18:25,6:14 AM,1,7724.9,Economy,36.0,Autumn,Sunday,Airbus A380,Mobile App,3,72595.48,710.0
FL144937,Thai Airways,Ahmedabad,,2025-10-15,12:25,4:56 PM,0,3141.9,Economy,11.0,Autumn,Wednesday,Boeing 777,Mobile App,1,38895.84,271.8
FL168386,Lufthansa,Frankfurt,Dubai,2026-08-22,22:35,8:00 AM,2,5057.7,Economy,35.139630174406385,Monsoon,Saturday,Boeing 787 Dreamliner,Website,1,75458.7,566.0
FL122211,emirates,Doha Airport,Goa,2026-06-24,19:40,23:32,0,2634.9,Economy,22.0,Monsoon,Wednesday,Boeing 777,Mobile App,2,39209.27,233.0
FL139802,airasia india,,Jaipur,2026-06-12,10:15 PM,00:29,0,1354.6,First,34.0,Monsoon,Friday,Airbus A320,Third-Party,3,25000.0,
FL122885,Lufthansa,New York,DXB,2026-01-10,8:45 PM,13:54,2,11216.0,Economy,31.0,Winter,Saturday,Boeing 777,Website,3,108121.82,1029.0
FL150806,Air India,Hyderabad,Goa,2025-09-04,02:45,03:59,0,576.3,Economy,101.0,Monsoon,Thursday,Airbus A320,,1,2565.44,74.4
FL109214,emirates,Goa,Doha,2025-11-25,13:25,17:12,0,2567.9,Economy,10.0,Autumn,Tuesday,Airbus A380,Website,2,30483.12,227.4
FL144428,British Airways,Kolkata,DOH,2026-09-13,4:20 AM,09:49,0,3897.4,Economy,35.139630174406385,Monsoon,Sunday,,Travel Agent,3,43688.07,330.0
FL188160,Thai Airways,Bangalore Airport,,2025-06-20,,23:30,0,2546.1,Economy,0.0,Monsoon,Friday,Airbus A320,Website,1,47031.04,226.0
FL125824,Emirates,DXB,Chennai,2026-12-20,15:00,21:45,2,3143.4,Economy,18.0,Winter,Sunday,Airbus A350,Third-Party,one,32307.07,405.0
FL105433,Qatar Airways,Singapore Airport,Pune Airport,2025-05-11,5:10 AM,11:52,1,3832.4,Economy,5.0,Summer,Sunday,Boeing 787 Dreamliner,Third-Party,1,53421.54,402.0
FL104243,Qatar Airways,Chennai Airport,Sydney,2026-01-27,07:50,20:36,0,9576.1,Economy,106.0,Winter,Tuesday,Airbus A380,Travel Agent,2,71496.58,767.0
FL196523,Lufthansa,Singapore,Bangalore Airport,2026-05-16,21:55,04:19,1,5190.14254668214,Economy,32.0,Summer,Saturday,Airbus A350,Website,5,35248.18,
FL109711,Singapore Airlines,Frankfurt,DOH,2025-02-13,1:55 PM,10:44 PM,2,4888.5,Economy,35.139630174406385,Winter,Thursday,Boeing 787 Dreamliner,Third-Party,1,41800.73,529.0
FL186583,Emirates,London,Jaipur,2026-07-01,14:30,2:53 AM,2,7169.1,Economy,39.0,Monsoon,Wednesday,Airbus A320,Mobile App,1,53314.1,
FL104266,Indigo,Delhi,Mumbai Airport,2025-11-08,08:30,10:28,0,1154.7,Economy,45.0,Autumn,Saturday,ATR 72,Mobile App,5,5605.03,
FL141078,BRITISH AIRWAYS,Singapore,Ahmedabad,2026-05-29,21:50,06:46,0,4274.6,Economy,4.0,Summer,Friday,Boeing 787 Dreamliner,Mobile App,1,41418.46,
FL155163,British Airways,Jaipur,Doha,2026-06-25,21:45,2:54 AM,1,2600.3,Premium Economy,3.0,Monsoon,Thursday,Boeing 787 Dreamliner,Travel Agent,2,54733.18,309.6
FL142580,Air India,Bangkok,Delhi,2026-03-04,7:45 AM,2:36 PM,2,3088.3,Business,18.0,Summer,Wednesday,Boeing 777,Website,1,59951.0,411.0
FL156667,Singapore Airlines,Singapore,Mumbai,2025-09-22,6:50 AM,13:44,1,4193.0,First,32.0,Monsoon,Monday,Boeing 787 Dreamliner,Website,1,188505.1,414.0
FL106287,British Airways,Frankfurt Airport,HYD,2025-10-02,05:20,4:43 PM,1,7405.5,Economy,26.0,Autumn,Thursday,Airbus A320,Mobile App,1,70221.67,683.0
FL183982,Emirates,CCU,Bangkok,2026-12-28,21:35,00:18,0,1730.6,Economy,35.0,Winter,Monday,Boeing 787 Dreamliner,Travel Agent,1,26398.06,163.0
FL192128,British Airways,Doha,Jaipur,2026-04-15,10:20 PM,03:08,1,2474.7,Premium Economy,21.0,Summer,Wednesday,Boeing 787 Dreamliner,Mobile App,1,39994.22,
FL119719,Thai Airways,JFK,Hyderabad,2025-07-16,07:20,02:25,1,13389.7,Economy,1.0,Monsoon,Wednesday,Airbus A380,Travel Agent,1,183483.07,1146.0
FL108183,Etihad Airways,Hyderabad,SIN,2025-01-29,5:00 AM,10:00 AM,0,3519.4,,13.0,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,1,86051.96,301.0
FL138962,Qatar Airways,Bangkok,Chennai Airport,2026-06-08,11:35,16:16,1,2290.2,Economy,4.0,Monsoon,Monday,Airbus A320,Travel Agent,2,32586.22,282.0
FL148583,AirAsia India,Ahmedabad,Bangalore Airport,2026-04-22,07:05,10:29,1,1307.2,Economy,1.0,Summer,Wednesday,,Travel Agent,1,11360.7,
FL118743,Emirates,New York,Bangkok,,8:35 PM,6:04 PM,2,14383.9,Economy,4.0,Winter,Monday,Airbus A380,Third-Party,2,199739.68,1289.0
FL156784,Qatar Airways,Singapore,Hyderabad,2025-03-07,13:00,8:57 PM,2,3461.1,,120.0,Summer,Friday,Airbus A380,Website,2,54462.35,
FL163399,LUFTHANSA,Singapore,Bangkok,,15:30,17:56,0,5190.14254668214,Economy,42.0,Summer,Sunday,Boeing 777,Website,3,18441.86,146.0
FL166493,Qatar Airways,Jaipur,FRA,2026-12-15,5:40 PM,3:56 AM,1,6216.9,Business,26.0,Winter,Tuesday,Airbus A320,Mobile App,2,172157.75,616.0
FL116564,Singapore Airlines,Hyderabad,DXB,2026-01-11,12:55,18:16,1,2611.4,Premium Economy,40.0,Winter,Sunday,Airbus A320,Website,1,48714.01,322.0
FL132579,thai airways,Delhi,London,2025-08-24,,09:37,0,7058.9,Economy,1.0,Monsoon,Sunday,Airbus A320,,2,131399.05,
FL105180,Thai Airways,Mumbai,Frankfurt,2025-06-08,2:00 PM,23:21,0,6914.9,Economy,22.0,Monsoon,Sunday,Airbus A380,Third-Party,4,68949.22,
FL174345,British Airways,Pune Airport,New York,2026-10-14,20:30,16:20,2,12699.7,Economy,119.0,Autumn,Wednesday,Airbus A380,Website,3,87826.65,1191.0
FL106559,,Goa,Hyderabad Airport,2026-05-24,17:00,18:12,0,5190.14254668214,Economy,16.0,Summer,Sunday,ATR 72,Travel Agent,1,2844.36,
FL142041,Thai Airways,Bangkok,Chennai,2025-03-15,3:50 AM,07:14,0,2268.6,Economy,12.0,Summer,Saturday,Airbus A380,Website,2,25164.82,205.0
FL187263,Singapore Airlines,FRA,Hyderabad,2025-11-10,13:35,1:22 AM,1,7556.0,Economy,8.0,Autumn,Monday,Airbus A320,Travel Agent,2,69635.5,708.0
FL158617,,Sydney,DXB,2025-08-29,17:45,13:50,2,12798.9,Economy,58.0,Monsoon,Friday,Boeing 777,Third-Party,1,96436.61,1205.0
FL140382,Etihad Airways,Goa,Dubai,2025-04-07,6:55 PM,23:58,1,5190.14254668214,Economy,0.0,Summer,Monday,Airbus A320,Website,1,42717.06,304.0
FL159871,Emirates,,DOH,2026-06-13,01:15,03:16,1,386.9,Economy,44.0,Monsoon,,Boeing 777,Website,2,15000.0,122.0
FL113998,Emirates,Doha,New York Airport,2026-08-08,,03:40,1,11537.1,Economy,35.139630174406385,Monsoon,Saturday,Boeing 777,Website,4,109193.06,1010.4
FL157263,Qatar Airways,Singapore,Bangalore,2025-03-20,,21:12,1,3264.3,Economy,166.0,Summer,Thursday,Airbus A350,Mobile App,1,36504.75,342.0
FL186907,Singapore Airlines,Sydney,Hyderabad,2025-01-22,6:15 AM,21:00,1,9866.1,Economy,99.0,Winter,Wednesday,Boeing 777,Mobile App,5,137713.0,
FL195112,Qatar Airways,Frankfurt,Bangalore Airport,2025-03-30,22:50,10:06,1,7454.5,Premium Economy,7.0,Summer,Sunday,Airbus A350,Travel Agent,3,145668.64,
FL106163,SpiceJet,PNQ,,2026-04-14,06:30,08:33,0,1217.7,Business,23.0,Summer,Tuesday,Airbus A321,Mobile App,1,18565.74,124.0
FL127765,GoFirst,CCU,Hyderabad,2026-08-24,12:55 AM,04:22,1,1219.4,Economy,135.0,Monsoon,Monday,ATR 72,Travel Agent,1,3577.68,208.0
FL106544,Lufthansa,New York,,2025-09-06,04:40,01:25,2,13562.9,First,175.0,Monsoon,Saturday,Airbus A350,Website,1,200000.0,
FL104586,Vistara,Doha,Delhi,2026-08-27,2:15 AM,7:52 AM,1,2625.2,Premium Economy,116.0,Monsoon,Thursday,Boeing 777,Mobile App,2,25989.3,
FL125964,Vistara,Bangkok Airport,Hyderabad,2026-09-19,18:15,21:52,0,2436.1,Business,33.0,Monsoon,Saturday,Airbus A380,Website,5,62803.9,217.20000000000002
FL106062,,Goa Airport,FRA,2025-11-09,19:50,6:29 AM,1,6947.5,Premium Economy,2.0,,Sunday,Airbus A320,Mobile App,,155063.17,639.0
FL145351,Lufthansa,New York,London,2026-09-22,4:35 PM,12:21 AM,0,5669.1,Economy,159.0,Monsoon,Tuesday,Airbus A320,Website,4,70472.32,466.2
FL116623,Emirates,Sydney,CCU,2025-05-01,20:00,09:02,0,9787.3,Economy,9.0,Summer,Thursday,Airbus A350,Website,1,125478.05,783.0
FL143837,SpiceJet,PNQ,MAA,2026-01-05,5:20 AM,07:01,0,935.9,,21.0,Winter,Monday,,,1,6573.63,102.0
FL108511,Etihad Airways,Doha,London Airport,2025-04-06,00:35,08:17,0,5628.8,,4.0,Summer,Sunday,Boeing 777,Website,1,200000.0,463.0
FL154225,GoFirst,Jaipur,,2025-07-18,02:35,4:20 AM,0,984.2,Premium Economy,14.0,Monsoon,Friday,Airbus A320,Website,2,6596.82,
FL186517,,Dubai Airport,Frankfurt,2026-07-09,01:20,08:13,0,5190.14254668214,Economy,37.0,Monsoon,Thursday,Airbus A380,Third-Party,1,55273.86,413.0
FL133239,Qatar Airways,London,Goa,2025-04-12,07:25,7:28 PM,1,7777.7,Economy,3.0,Summer,Saturday,,Third-Party,1,185186.11,
FL115489,Vistara,Bangalore,Sydney,2025-10-09,11:50 PM,14:13,1,10031.5,Economy,138.0,Autumn,Thursday,Airbus A380,Mobile App,four,70574.61,864.0
FL100839,Emirates,Chennai Airport,New York,2025-08-24,18:50,17:22,2,14535.0,Economy,6.0,Monsoon,Sunday,Boeing 777,Website,1,200000.0,1353.0
FL109490,Emirates,Doha Airport,Kolkata,2026-06-14,11:05 AM,18:09,1,3966.8,Economy,6.0,Monsoon,Sunday,Boeing 787 Dreamliner,Website,4,51929.7,425.0
FL166607,Emirates,Bangkok Airport,SIN,2025-04-14,14:20,16:43,0,1480.6,Economy,35.139630174406385,Summer,Monday,Boeing 787 Dreamliner,Website,1,37603.42,144.0
FL182582,Vistara,GOI,Pune,2026-12-05,19:40,,1,359.5,Premium Economy,11.0,Winter,Saturday,ATR 72,Travel Agent,4,2987.15,138.0
FL195595,Thai Airways,Pune,Dubai Airport,2026-08-05,14:15,18:52,1,5190.14254668214,Premium Economy,38.0,Monsoon,Wednesday,Airbus A350,Website,3,23729.93,277.8
FL121174,British Airways,London,BKK,2026-01-07,02:20,15:18,0,9726.0,Premium Economy,18.0,Winter,Wednesday,Boeing 777,Website,1,200000.0,778.0
FL171571,Thai Airways,AMD,Doha,2025-01-01,04:50,09:38,1,2206.8,First,23.0,,Wednesday,Airbus A350,Third-Party,2,76149.02,289.0
FL182141,Thai Airways,Dubai,Kolkata,,5:15 AM,,0,3621.2,,12.0,Winter,Thursday,Boeing 777,Airport Counter,6,51103.82,389.0
FL119997,Emirates,FRA,Ahmedabad,2025-03-20,02:25,12:44,1,6676.1,Economy,19.0,,Thursday,Airbus A350,Website,1,66585.83,
FL182112,Thai Airways,New York,CCU,2025-10-26,10:45 PM,,2,13043.4,Economy,78.0,Autumn,Sunday,Boeing 777,Mobile App,1,91469.01,1211.0
FL196435,QATAR AIRWAYS,Goa,Singapore,2026-04-16,00:25,05:48,0,3814.3,Economy,40.0,Summer,Thursday,Airbus A380,,1,39626.86,323.0
FL110261,Etihad Airways,Singapore,Dubai,2026-12-20,4:40 AM,2:30 PM,1,5889.6,First,50.0,Winter,Sunday,Boeing 777,Travel Agent,2,200000.0,590.0
FL171021,,Pune,Frankfurt,2025-09-14,08:00,17:28,0,7000.7,Economy,130.0,Monsoon,Sunday,Boeing 777,Mobile App,2,80820.4,569.0
FL125328,Vistara,Pune,Kolkata Airport,2026-03-30,19:35,22:12,0,1654.0,Premium Economy,43.0,,Monday,ATR 72,Travel Agent,1,16361.61,157.0
FL177908,Lufthansa,Chennai,SYD,2025-11-20,01:20,15:29,1,9694.1,Economy,6.0,Autumn,Thursday,Boeing 777,Third-Party,2,89624.34,850.0
FL168910,Thai Airways,Frankfurt,Delhi,2026-12-13,07:40,4:01 PM,0,6130.4,Economy,40.0,Winter,Sunday,Boeing 787 Dreamliner,Website,1,65179.74,502.0
FL132549,Qatar Airways,Goa,Sydney,2026-01-04,02:25,5:05 PM,1,9839.5,Premium Economy,14.0,Winter,Sunday,,,1,170235.36,881.0
FL130858,British Airways,Dubai,FRA,2025-04-26,20:25,03:20,0,5005.6,Economy,27.0,Summer,Saturday,Boeing 777,Third-Party,2,50413.47,415.0
FL150598,Qatar Airways,SIN,Bangalore,2026-05-26,1:30 AM,07:33,1,3294.0,Economy,170.0,Summer,Tuesday,Boeing 777,Mobile App,3,31657.31,
FL115652,Qatar Airways,Bangkok,FRA,2025-02-09,17:50,06:04,0,9162.8,Economy,12.0,Winter,Sunday,Boeing 787 Dreamliner,Mobile App,2,139943.43,735.0
FL186743,GoFirst,GOI,Bangalore,2026-08-23,,8:52 PM,0,493.7,Economy,26.0,,Sunday,Airbus A320,Website,1,2686.64,68.0
FL113402,Singapore Airlines,Frankfurt,Doha,2026-03-14,5:40 PM,00:22,0,4842.5,Economy,11.0,Summer,Saturday,Airbus A320,Third-Party,1,74193.35,403.0
FL151005,Air India,Kolkata,Goa,2025-02-07,12:25,3:08 PM,0,1733.4,Economy,41.0,Winter,Friday,Airbus A321,Mobile App,1,7284.84,163.0
FL175833,Emirates,DOH,London Airport,2026-12-03,5:05 AM,12:24 PM,0,5325.9,Business,29.0,Winter,Thursday,Airbus A350,Mobile App,3,168022.9,
FL173241,Lufthansa,Bangkok,Delhi,2026-04-09,,16:37,0,3081.3,Economy,0.0,Summer,Thursday,Airbus A320,Mobile App,2,61596.57,267.0
FL129059,Singapore Airlines,Sydney Airport,New York,2025-03-09,13:25,14:01,2,16528.1,First,13.0,Summer,Sunday,,Mobile App,1,200000.0,1476.0
FL107805,AirAsia India,Jaipur,Pune,2025-07-23,9:20 AM,11:06 AM,0,999.4,Economy,121.0,Monsoon,,ATR 72,Website,2,4857.42,107.0
FL133853,Qatar Airways,,Mumbai,2025-03-12,6:35 PM,11:43,0,12976.4,Economy,2.0,Summer,Wednesday,Airbus A380,Website,3,200000.0,1028.0
FL118229,Indigo,Hyderabad,Goa Airport,2025-05-16,12:40 PM,13:55,0,587.1,Economy,14.0,Summer,Friday,Boeing 737,Mobile App,1,3732.07,75.0
FL178729,Etihad Airways,Frankfurt,Bangalore,2026-10-11,23:30,11:39,1,7928.1,Economy,44.0,Autumn,Sunday,Airbus A350,Travel Agent,1,80566.52,730.0
FL113250,AirAsia India,Hyderabad,Bangalore Airport,2025-12-08,15:25,4:35 PM,0,530.9,First,35.139630174406385,Winter,Monday,ATR 72,Travel Agent,1,12759.62,71.0
FL112725,Qatar Airways,BKK,Chennai,2025-10-10,17:00,20:28,0,2320.1,Economy,18.0,Autumn,Friday,,Website,1,28351.0,
FL115258,Singapore Airlines,Ahmedabad,New York,2026-02-01,6:10 AM,02:17,2,12771.7,Economy,4.0,Winter,Sunday,Boeing 777,Website,2,116711.18,1207.0
FL180466,Indigo,Goa,Delhi,2025-04-06,4:40 AM,08:29,1,1592.3,Economy,19.0,Summer,Sunday,Boeing 737,Mobile App,3,7995.7,
FL140654,Lufthansa,Doha,PNQ,2025-04-04,02:40,7:44 AM,0,2585.5,Business,13.0,Summer,Friday,,Mobile App,3,104077.17,304.0
FL145739,British Airways,Dubai,Delhi,2026-11-13,07:05,12:08,1,2376.0,Economy,16.0,Autumn,Friday,Boeing 777,Website,2,20331.51,
FL117671,Vistara,London,DXB,,05:50,1:38 PM,0,5699.2,,5.0,Monsoon,Friday,Airbus A350,Website,4,109271.58,468.0
FL133719,Etihad Airways,Singapore,Goa,2026-05-25,4:50 PM,23:13,1,3659.0,Economy,89.0,Summer,Monday,Boeing 777,Travel Agent,three,34281.74,383.0
FL182955,Vistara,JAI,Delhi,2026-06-21,4:30 PM,17:18,0,236.1,Economy,25.0,Monsoon,Sunday,,Mobile App,2,2000.0,48.0
